"doi"
"10.1038/s41467-023-38044-0"
"10.1186/s40478-023-01514-z"
"10.3390/ijms232012330"
"10.3390/ijms22041877"
"10.1093/neuonc/noaa222.160"
"10.3390/cancers12071922"
"10.18632/oncotarget.26211"
"10.1186/s40478-021-01135-4"
"10.1038/s41467-022-34514-z"
"10.3390/cancers13020330"
"10.7717/peerj.11422"
"10.2147/ott.s130365"
"10.1186/s13046-021-02135-x"
"10.1186/s12920-022-01261-5"
"10.3892/or.2017.5982"
"10.3892/etm.2020.9493"
"10.1016/j.stem.2019.10.005"
"10.1111/jcmm.15347"
"10.1186/s12967-022-03475-8"
"10.1042/bsr20210231"
"10.1042/bsr20202907"
"10.31557/apjcp.2019.20.1.221"
"10.1186/s12920-018-0407-1"
"10.1186/s12885-018-4012-7"
"10.3389/fgene.2020.00253"
"10.1155/2019/6581576"
"10.3389/fonc.2021.665634"
"10.3389/fnins.2020.00822"
"10.3389/fonc.2020.555825"
"10.3389/fgene.2022.931938"
"10.18632/oncotarget.19424"
"10.1084/jem.20190971"
"10.7150/jca.41123"
"10.3389/fphar.2023.1113182"
"10.1371/journal.pcbi.1008263"
"10.1097/md.0000000000031418"
"10.3389/fimmu.2022.917014"
"10.1186/s13287-019-1446-z"
"10.3892/mmr.2020.11206"
"10.1177/0963689720933241"
"10.3389/fgene.2022.928407"
"10.12659/msm.913895"
"10.3389/fnmol.2022.913328"
"10.3892/ijmm.2019.4303"
"10.1093/nar/gkab987"
"10.3390/cancers11101537"
"10.1155/2021/7566365"
"10.1186/s12943-020-1137-5"
"10.1093/noajnl/vdac144"
"10.1111/jcmm.17182"
"10.1093/bioinformatics/btaa523"
"10.1038/s41598-022-17308-7"
"10.3389/fonc.2022.918959"
"10.18632/oncotarget.5119"
"10.1097/md.0000000000027931"
"10.1186/s12935-021-02373-1"
"10.1080/15548627.2020.1741318"
"10.2147/ott.s171957"
"10.1111/cns.13380"
"10.1186/s12885-018-4517-0"
"10.3389/fonc.2023.1075638"
"10.1002/cam4.3954"
"10.3389/fmolb.2022.815260"
"10.3389/fneur.2022.977180"
"10.1186/s12935-021-02212-3"
"10.3892/ol.2019.10314"
"10.1002/cti2.1191"
"10.3389/fgene.2021.617350"
"10.3389/fgene.2020.563882"
"10.1016/j.omtn.2020.10.015"
"10.3892/or.2022.8336"
"10.1093/jnen/nlz021"
"10.3892/or.2018.6483"
"10.1177/15330338221105733"
"10.1155/2022/6959237"
"10.18632/oncotarget.5323"
"10.1155/2022/2623599"
"10.1111/jcmm.17127"
"10.3389/fonc.2022.1024567"
"10.3389/fphar.2023.1102277"
"10.18632/aging.102612"
"10.3892/etm.2021.10658"
"10.3892/etm.2019.7975"
"10.3389/fonc.2021.608748"
"10.1186/s12951-023-01801-w"
"10.1371/journal.pcbi.1007090"
"10.1155/2018/4246703"
"10.1155/2021/5486131"
"10.1177/03000605221103976"
"10.1038/s41419-021-04481-2"
"10.1186/s13046-020-01695-8"
"10.1155/2020/9235101"
"10.1038/s41467-020-16167-y"
"10.18632/oncotarget.2548"
"10.18632/aging.102139"
"10.3389/fonc.2022.776834"
"10.1007/s12031-022-02054-2"
"10.3389/fonc.2022.726556"
"10.1016/j.neo.2019.03.012"
"10.1186/s12859-016-1254-8"
"10.1186/1476-4598-10-60"
"10.1093/database/bat001"
"10.1186/s12943-015-0430-1"
"10.1186/1471-2105-9-486"
"10.1186/s12935-017-0409-7"
"10.3389/fonc.2021.827344"
"10.1038/ncb3616"
"10.1111/nan.12837"
"10.1186/s12864-015-2119-7"
"10.1186/s13059-017-1366-0"
"10.1371/journal.pcbi.1002797"
"10.1186/1471-2105-11-257"
"10.1371/journal.pone.0078896"
"10.1016/j.ajur.2020.11.004"
"10.3389/fonc.2019.01046"
"10.1186/s13046-022-02563-3"
