"doi";"year";"form_version";"referenceid";"username";"is_open_data";"open_data_category";"is_reuse";"is_open_code";"das";"open_data_statements";"cas";"open_code_statements";"reference_to_data";"comment_1_reference";"comments_vladi";"data_availability_statement";"comment_2_das";"findability";"comment_4_findability";"not_a_supplement";"comment_3_repository";"data_identifier";"comment_identifier";"repository";"data_access";"comment_5_data_access";"restricted_authorship";"comment_restricted_authorship";"year_of_data_publication";"comment_year";"dataset_license";"comment_4_license";"license_name";"own_or_reuse_data";"comment_2_own_data";"machine_readable_format";"comment_6_machine_readability";"multi_select_excel";"multi_select_csv_tsv";"multi_select_txt_docs";"multi_select_other_text_formats";"multi_select_video";"multi_select_audio";"multi_select_picture";"multi_select_fasta_fastq";"multi_select_raw";"multi_select_generic_format";"multi_select_genetic_sequences";"multi_select_subject_specific_format";"multi_select_spss";"multi_select_unsure";"comment_7_format";"illustrative_files";"comment_8_illustrative_files";"analytical_replication";"comment_9_analytical_replication";"open_data_assessment";"comment_10_assessment";"other_comments";"comment_other_datasets";"open_data_manual_check";"restricted_manual_check";"form"
"10.1038/s41586-020-2882-8";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, data availability statement";NA;FALSE;NA;"microarray data were submitted to the ncbi gene expression omnibus (geo) database (https://www.ncbi.nlm.nih.gov/geo/) accession number gse125521. scrna-seq data were submitted to the ncbi geo database accession number gse151674. scrna-seq metadata can be found in supplementary table 4.;     this statement should provide the following information where applicable: - accession codes unique identifiers or web links for publicly available datasets - a list of figures that have associated raw data - a description of any restrictions on data availability microarray data was submitted to the ncbi gene expression omnibus (geo) database (https://www.ncbi.nlm.nih.gov/geo/) accession number gse125521.;     single cell rna-seq data was submitted to the ncbi geo database accession number gse151674.      data availability microarray data was submitted to the ncbi gene expression omnibus (geo) database (https://www.ncbi.nlm.nih.gov/geo/) accession number gse125521";NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE125521";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"1";NA;"NULL";"NULL";"NULL";"NULL";NA;"inapplicable";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41586-020-2968-3";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository";NA;FALSE;NA;"data availability the ms raw data files and maxquant output files reported in this manuscript are available at proteomexchange consortium with the data identifier pxd006921.;     rna-seq data have been deposited in the gene expression omnibus database with accession number gse123417.;     chip-seq data has been deposited to the gene expression omnibus database with the accession code gse154025 for mouse and gse146717 for human.";NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE123417";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41586-020-3018-x";2020;"Openness 2021";NA;NA;TRUE;"supplement, data availability statement";NA;FALSE;NA;"for statistics see supplementary data 1.  outcompeted during the development of coronary vessels but not during endocardium development (fig. 1c extended data fig. 1f;NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158731";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41587-020-0469-4";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, general-purpose repository, data availability statement";NA;TRUE;NA;"data availability  all raw sequencing data and processed gene expression files are freely available through the gene expression omnibus (accession no. gse133549).;     this statement should provide the following information where applicable: - accession codes unique identifiers or web links for publicly available datasets - a list of figures that have associated raw data - a description of any restrictions on data availability october 2018  all raw sequencing data and processed gene expression files are available through the gene expression omnibus (geo; gse133549).  software and code policy information about availability of computer code data collection  the data collection code is available under https://github.com/ati-lz/hca_benchmarking  data analysis  the analysis code is available under https://github.com/ati-lz/hca_benchmarking and https://github.com/elimereu/matchscore2.    data availability  all raw sequencing data and processed gene expression files are freely available through the gene expression omnibus (accession no. gse133549";NA;"all code is also available under https://github.com/ati-lz/hca_benchmarking and https://github. com/elimereu/matchscore2.;     software and code policy information about availability of computer code data collection  the data collection code is available under https://github.com/ati-lz/hca_benchmarking  data analysis  the analysis code is available under https://github.com/ati-lz/hca_benchmarking and https://github.com/elimereu/matchscore2.";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3911434";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41587-020-0602-4";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, general-purpose repository";NA;FALSE;NA;"data availability  because of the potential risk of de-identification of pseudonymized rna sequencing data the raw data are available under controlled access and require a data transfer agreement in the european genome-phenome archive repository: egas00001004481. in addition count and metadata tables containing patient identification sex age cell type and quality control metrics for each cell are available at figshare: https://doi.org/10.6084/m9.figshare.12436517.;     in addition count and metadata tables containing patient id sex age cell type and qc metrics for each cell are available at figshare: 10.6084/ m9.figshare.12436517.";NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://doi.org/10.6084/m9.figshare.12436517";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"1";"NULL";"NULL";NA;"NULL";NA;"no_replication";NA;"no_open_data";NA;NA;NA;"false";"false";NA
"10.1038/s41588-019-0567-8";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, data availability statement";NA;FALSE;NA;"nature genetics | vol 52 | february 2020 | 167;NA;"NULL";"yes";NA;NA;NA;NA;"NULL";NA;"no";NA;"supplement";NA;NA;"NULL";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";NA;"no_open_data";NA;NA;NA;"false";"false";NA
"10.1038/s41588-019-0573-x";2020;"Openness 2021";NA;NA;TRUE;"data availability statement";NA;FALSE;NA;"data availability statement has been updated to include the new url in the html and pdf versions of the article. published online: 6 february 2020 https://doi";NA;"NULL";"n_a";NA;NA;NA;NA;"NULL";NA;"NULL";NA;"NULL";NA;NA;"NULL";NA;NA;NA;NA;NA;NA;NA;NA;"NULL";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";NA;"NULL";NA;NA;NA;"false";"false";NA
"10.1038/s41590-020-0707-4";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, data availability statement";NA;FALSE;NA;"data availability  raw data for new scrna-seq or bulk rna-seq have been deposited in the gene expression omnibus and are available at the following accession numbers: gse148405 (scrna-seq) and gse148413 (bulk rna-seq).      data availability  raw data for new scrna-seq or bulk rna-seq have been deposited in the gene expression omnibus and are available at the following accession numbers: gse148405";NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148405";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41592-020-0884-y";2020;"Openness 2021";NA;NA;TRUE;"general-purpose repository";NA;TRUE;NA;"our platform offers a harmonized database to perform future comparative studies across different md setups force fields ligands lipid compositions or gpcr variants which offers a substantial advantage over currently available archives or data repositories such as figshare (https://figshare.com/) or zenodo (http://zenodo.org). to generate reproducible data we carefully designed a common protocol for the collective set-up and simulation of all structures listed in fig. 2 (see methods) and made it publicly available at https://github.com/gpcrmd/md-protocol.;     software and code policy information about availability of computer code data collection  molecular dynamics data were obtained using protocols freely available from https://github.com/gpcrmd/md-protocol.";NA;"to generate reproducible data we carefully designed a common protocol for the collective set-up and simulation of all structures listed in fig. 2 (see methods) and made it publicly available at https://github.com/gpcrmd/md-protocol.;     we made all set-up and simulation protocols openly available at https://github.com/gpcrmd/ md-protocol.;     code availability  set-up simulation and analysis protocols are openly available at https://github. com/gpcrmd.;     software and code policy information about availability of computer code data collection  molecular dynamics data were obtained using protocols freely available from https://github.com/gpcrmd/md-protocol.";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://submission.gpcrmd.org/home/";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"unsure";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"1";NA;"unsure";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41592-020-0965-y";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, general-purpose repository, supplement, data availability statement";NA;TRUE;NA;"raw and processed data have been deposited in the gene expression omnibus at accession number gse142696.;     this statement should provide the following informa?on where applicable:  all data are available for free access at the gene expression omnibus (geo) at the id: gse142696.  code availability  a reproducible processing pipeline for mpra data is available as a nextflow-based mpra processing pipeline named mpraflow (https://github.com/shendurelab/ mpraflow)44.;     they are: pear v0.9.5 bwa mem v0.7.10r789 bcl2fastq v2.18 deepsea v0.94 deepbind v0.11 mpra?ow  data analysis  the full mpra analysis pipeline in this study can be found at h?p://github.com/shendurelab/mpra?ow  for manuscripts u?lizing custom algorithms or so?ware that are central to the research but not yet described in published literature so?ware must be made available to editors and reviewers.   fasta file consisted of the designed elements (supplementary table 2 data availability statement. this statement should provide the following informa?on where applicable:  all data are available for free access at the gene expression omnibus (geo) at the id: gse142696";NA;"code availability  a reproducible processing pipeline for mpra data is available as a nextflow-based mpra processing pipeline named mpraflow (https://github.com/shendurelab/ mpraflow)44.;     they are: pear v0.9.5 bwa mem v0.7.10r789 bcl2fastq v2.18 deepsea v0.94 deepbind v0.11 mpra?ow  data analysis  the full mpra analysis pipeline in this study can be found at h?p://github.com/shendurelab/mpra?ow  for manuscripts u?lizing custom algorithms or so?ware that are central to the research but not yet described in published literature so?ware must be made available to editors and reviewers.";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE142696";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41596-019-0251-6";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, general-purpose repository, supplement, data availability statement";NA;TRUE;NA;"beta value readouts by illumina iscan array (idat) were obtained and pre-processed using the min? bioconductor r package15 with additional ?ltering i.e. removal of probes: targeting the x and y 482  nature protocols | vol 15 | february 2020 | 479;NA;"detailed scripts in the open-source r language are freely available on github targeting users with intermediate experience in bioinformatics and statistics and using r with bioconductor extensions.;     beta value readouts by illumina iscan array (idat) were obtained and pre-processed using the min? bioconductor r package15 with additional ?ltering i.e. removal of probes: targeting the x and y 482  nature protocols | vol 15 | february 2020 | 479;"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109381";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";NA;"NULL";"NULL";"NULL";"NULL";NA;"inapplicable";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41596-020-0369-6";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, general-purpose repository";NA;TRUE;NA;"the ewing sarcoma dataset is available from the gene expression omnibus geo accession number gse88826.;     the ewing sarcoma dataset is available from the gene expression omnibus geo accession number gse88826.  ? decomppipeline https://github.com/compepigen/decomppipeline ? medecom https://github.com/lutsik/medecom ? factorviz https://github.com/compepigen/factorviz ? consensusica https://gitlab.com/biomodlih/consica ? the pipeline behind our protocol is also implemented as a docker container available from dockerhub https://hub.docker.com/r/mscherer/medecom ? supplementary resources and r scripts used to generate the ?gures are available from http:// epigenomics.dkfz.de/decompprotocol input data we used publicly available data from tcga (https://www.cancer.gov/tcga) investigating lung adenocarcinoma (dataset tcga-luad55 https://portal.gdc.cancer.gov/legacy-archive/search/f) corresponding to 461 samples assayed using the illumina 450k microarray since lung cancer has high cellular and molecular heterogeneity56.;     data analysis  data has been analyzed using freely available software packages that we provide on github and gitlab: decomppipeline: https://github.com/compepigen/decomppipeline medecom: https://github.com/lutsik/medecom factorviz: https://github.com/compepigen/factorviz consensusica: https://gitlab.com/biomodlih/consica .";NA;"medecom factorviz and decomppipeline can be directly obtained from github on linux and windows systems and a binary release of medecom has been deposited on github for macos.;     ? decomppipeline https://github.com/compepigen/decomppipeline ? medecom https://github.com/lutsik/medecom ? factorviz https://github.com/compepigen/factorviz ? consensusica https://gitlab.com/biomodlih/consica ? the pipeline behind our protocol is also implemented as a docker container available from dockerhub https://hub.docker.com/r/mscherer/medecom ? supplementary resources and r scripts used to generate the ?gures are available from http:// epigenomics.dkfz.de/decompprotocol input data we used publicly available data from tcga (https://www.cancer.gov/tcga) investigating lung adenocarcinoma (dataset tcga-luad55 https://portal.gdc.cancer.gov/legacy-archive/search/f) corresponding to 461 samples assayed using the illumina 450k microarray since lung cancer has high cellular and molecular heterogeneity56.;     critical additional resources for the protocol intermediate results and useful r code snippets are available at http://epigenomics.dkfz.de/decompprotocol/.;     troubleshooting install.packages(c(""""""""devtools""""""""""""""""biocmanager""""""""""""""""tidyverse"""""""")) biocmanager::install(c(""""""""rnbeads"""""""" """"""""rnbeads.hg19"""""""" """"""""rnbeads.mm10"""""""" """"""""rnbeads.hg38"""""""") dependencies=true) library(devtools) devtools::install_github(c(""""""""lutsik/medecom"""""""" """"""""compepigen/decomppipeline""""""""""""""""compepigen/factorviz"""""""")) library(decomppipeline) (b) macos: (i) retrieve the binary version of medecom from github using the ;"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE88826";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";NA;"NULL";"NULL";"NULL";"NULL";NA;"inapplicable";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41597-020-0487-6";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository";NA;FALSE;NA;"our database and datasets have been deposited to the mendeley (doi:10.17632/nr7cs764rc.1) and pride (pxd016782) repositories.;     data records  the ms files on which the database has been built have been deposited to the pride repository with the dataset identifier pxd01678257.";NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ebi.ac.uk/pride/archive/projects/PXD016782";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";NA;"NULL";"NULL";"NULL";"NULL";NA;"yes";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41598-019-57076-5";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository";NA;FALSE;NA;"rna sequencing data is available at arrayexpress (e-mtab-6713).";NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6713/";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
