"unique_id","doi","doi_no_ver_info","data_id","data_id_merged","data_access","in_dashboard","source","listed_in_numbat_output","validated","Category","dataset_is_doi","repository","charite_id_year","in_dcc","human_data","covid_related","license"
1877,"10.1073/pnas.1907467117","10.1073/pnas.1907467117","https://www.ebi.ac.uk/arrayexpress/experiments/e-mtab-8521/","e-mtab-8521","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr","FALSE",NA,NA,"FALSE",NA,NA,NA
