"unique_id","doi","doi_no_ver_info","data_id","data_id_merged","data_access","in_dashboard","source","listed_in_numbat_output","validated","Category","covid_related","human_data","dataset_is_doi","repository","charite_id_year","in_dcc"
1351,"10.1371/journal.pntd.0009863","10.1371/journal.pntd.0009863","https://figshare.com/articles/dataset/dataset_1_/16806162","10.6084/m9.figshare.16806162","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"TRUE",NA,NA,"FALSE"
224,"10.26508/lsa.202201826","10.26508/lsa.202201826","https://www.ebi.ac.uk/pride/archive/projects/pxd035346","pxd035346","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1520,"10.1016/j.neuroimage.2021.118365","10.1016/j.neuroimage.2021.118365","doi.org/10.17605/osf.io/gs2t5","//osf.io/gs2t5","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf",NA,"FALSE"
425,"10.1016/j.neuron.2022.12.026","10.1016/j.neuron.2022.12.026","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse110760","gse110760","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1591,"10.1126/sciadv.abg5174","10.1126/sciadv.abg5174","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse158577","gse158577","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1256,"10.1038/s42003-022-03978-6","10.1038/s42003-022-03978-6","https://www.ebi.ac.uk/gwas/studies/gcst90134567","gcst90134567","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1897,"10.1126/sciadv.aay1109","10.1126/sciadv.aay1109","http://proteomecentral.proteomexchange.org/cgi/getdataset?id=pxd013259","pxd013259","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1725,"10.3390/medicina57070646","10.3390/medicina57070646","https://osf.io/5d8vu/","//osf.io/5d8vu","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf",NA,"FALSE"
1321,"10.1186/s13099-021-00437-1","10.1186/s13099-021-00437-1","https://doi.org/10.6084/m9.figshare.14870435.v1","10.6084/m9.figshare.14870435","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"TRUE",NA,NA,"FALSE"
1283,"10.1098/rspb.2021.0328","10.1098/rspb.2021.0328","https://doi.org/10.5061/dryad.66t1g1k27","10.5061/dryad.66t1g1k27","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"TRUE",NA,NA,"FALSE"
710,"10.1038/s41467-022-29176-w","10.1038/s41467-022-29176-w","https://www.ncbi.nlm.nih.gov/sra/?term=prjna765498","prjna765498","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
639,"10.3390/cancers14235999","10.3390/cancers14235999","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse218758","gse218758","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1164,"10.1038/s41467-022-31866-4","10.1038/s41467-022-31866-4","https://ega-archive.org/datasets/egad00001006613","egad00001006613","restricted",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
361,"10.1038/s41587-023-01704-z","10.1038/s41587-023-01704-z","10.6019/pxd036833","pxd036833","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
609,"10.1016/j.xpro.2022.101957","10.1016/j.xpro.2022.101957","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse196938","gse196938","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
282,"10.3390/cells12020236","10.3390/cells12020236","https://ega-archive.org/datasets/egad00001006646","egad00001006646","restricted",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
599,"10.1016/j.stem.2023.04.001","10.1016/j.stem.2023.04.001","https://doi.org/10.6084/m9.figshare.20291628.v2","10.6084/m9.figshare.20291628","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"TRUE",NA,NA,"FALSE"
1488,"10.1038/s41467-021-26826-3","10.1038/s41467-021-26826-3","https://www.ebi.ac.uk/biostudies/studies/s-bsst699?query=s-bsst699","s-bsst699","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
494,"10.1038/s41598-023-48892-x","10.1038/s41598-023-48892-x","https://doi.org/10.11588/data/p9jepg","10.11588/data/p9jepg","yes",TRUE,"numbat",TRUE,TRUE,"doi",NA,NA,"TRUE",NA,NA,"FALSE"
419,"10.3389/fcvm.2023.1136935","10.3389/fcvm.2023.1136935","10.6084/m9.figshare.19478117","10.6084/m9.figshare.19478117","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"TRUE",NA,NA,"FALSE"
2055,"10.1093/jac/dkaa271","10.1093/jac/dkaa271","https://www.ebi.ac.uk/ena/browser/view/prjeb28593","prjeb28593","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1226,"10.1186/s13059-022-02837-1","10.1186/s13059-022-02837-1","https://www.pgscatalog.org/publication/pgp000230/","pgp000230","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
482,"10.1158/1078-0432.ccr-22-2032","10.1158/1078-0432.ccr-22-2032","https://ega-archive.org/datasets/egad00001009797","egad00001009797","restricted",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
260,"10.1210/clinem/dgad031","10.1210/clinem/dgad031","https://www.ebi.ac.uk/pride/archive/projects/pxd039023","pxd039023","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
619,"10.1038/s41598-023-47532-8","10.1038/s41598-023-47532-8","https://doi.org/10.6084/m9.figshare.21919428","10.6084/m9.figshare.21919428","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"TRUE",NA,NA,"FALSE"
293,"10.1007/s00216-023-04635-5","10.1007/s00216-023-04635-5","https://doi.org/10.17632/zhrhgvgnym.1","10.17632/zhrhgvgnym.1","yes",TRUE,"numbat",TRUE,TRUE,"doi",NA,NA,"TRUE",NA,NA,"FALSE"
142,"10.3390/v15040953","10.3390/v15040953","https://www.ncbi.nlm.nih.gov/nuccore/oq286121","oq286121","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
591,"10.1126/sciadv.adg4479","10.1126/sciadv.adg4479","https://doi.org/10.2210/pdb8jpo/pdb","10.2210/pdb8jpo/pdb","yes",TRUE,"numbat",TRUE,TRUE,"doi",NA,NA,"TRUE",NA,NA,"FALSE"
1490,"10.1038/s41467-021-26059-4","10.1038/s41467-021-26059-4","https://ega-archive.org/datasets/egad00001006448/files","egad00001006448","restricted",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1036,"10.1038/s41594-022-00882-9","10.1038/s41594-022-00882-9","https://www.ebi.ac.uk/pride/archive/projects/pxd014841","pxd014841","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
844,"10.1016/j.jbc.2022.102085","10.1016/j.jbc.2022.102085","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse202213","gse202213","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1839,"10.1038/s41467-020-16244-2","10.1038/s41467-020-16244-2","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse120576","gse120576","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1731,"10.1016/j.chom.2021.04.005","10.1016/j.chom.2021.04.005","https://www.ebi.ac.uk/emdb/emd-23469","emd-23469","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1167,"10.1038/s41586-022-05395-5","10.1038/s41586-022-05395-5","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse213424","gse213424","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
197,"10.1126/sciimmunol.ade7953","10.1126/sciimmunol.ade7953","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse199684","gse199684","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
164,"10.1038/s41593-023-01435-z","10.1038/s41593-023-01435-z","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse236464","gse236464","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
800,"10.1002/ijc.33842","10.1002/ijc.33842","https://www.ebi.ac.uk/biostudies/arrayexpress/studies/e-mtab-10577","e-mtab-10577","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
99,"10.1038/s41598-023-40803-4","10.1038/s41598-023-40803-4"," https://doi.org/10.17605/osf.io/eyr7t","//osf.io/eyr7t","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf",NA,"FALSE"
187,"10.1093/gigascience/giad024","10.1093/gigascience/giad024","10.5281/zenodo.1197578","10.5281/zenodo.3737549","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"TRUE",NA,NA,"FALSE"
449,"10.1093/neuonc/noad078","10.1093/neuonc/noad078","https://ega-archive.org/datasets/egad00001010171","egad00001010171","restricted",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1795,"10.1038/s41388-021-02054-3","10.1038/s41388-021-02054-3","https://doi.org/10.24433/co.0121060.v1","10.24433/co.0121060.v1","yes",TRUE,"numbat",TRUE,TRUE,"doi",NA,NA,"TRUE",NA,NA,"FALSE"
1961,"10.1371/journal.pone.0239598","10.1371/journal.pone.0239598","https://osf.io/a43ut/","//osf.io/a43ut","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf",NA,"FALSE"
207,"10.1111/nan.12856","10.1111/nan.12856","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse209865","gse209865","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
368,"10.1038/s41467-023-40068-5","10.1038/s41467-023-40068-5","10.5281/zenodo.8096952","10.5281/zenodo.8146260","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"TRUE",NA,NA,"FALSE"
1336,"10.1371/journal.pbio.3001161","10.1371/journal.pbio.3001161","https://doi.org/10.17605/osf.io/b5296","//osf.io/b5296","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf",NA,"FALSE"
604,"10.1093/cvr/cvac121","10.1093/cvr/cvac121","https://www.ncbi.nlm.nih.gov/bioproject/812410","812410","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1078,"10.1098/rsos.220139","10.1098/rsos.220139","https://doi.org/10.24433/co.3805142.v1","10.24433/co.3805142.v1","yes",TRUE,"numbat",TRUE,TRUE,"doi",NA,NA,"TRUE",NA,NA,"FALSE"
1416,"10.3389/fphys.2021.638669","10.3389/fphys.2021.638669","https://doi.org/10.6084/m9.figshare.12148359.v1","10.6084/m9.figshare.12148359","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"TRUE",NA,NA,"FALSE"
360,"10.1093/neuonc/noad198","10.1093/neuonc/noad198","http://flowrepository.org/id/fr-fcm-z62a","fr-fcm-z62a","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1635,"10.1016/j.mcpro.2021.100135","10.1016/j.mcpro.2021.100135","https://www.ebi.ac.uk/pride/archive/projects/pxd027265","pxd027265","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
561,"10.1186/s12916-023-02977-6","10.1186/s12916-023-02977-6","doi.org/10.17605/osf.io/w3b4y","//osf.io/w3b4y","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf",NA,"FALSE"
1375,"10.1371/journal.ppat.1009675","10.1371/journal.ppat.1009675","https://www.ncbi.nlm.nih.gov/nuccore/mt776952","mt776952","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
456,"10.1016/j.isci.2023.106323","10.1016/j.isci.2023.106323","https://www.ncbi.nlm.nih.gov/nuccore/mw002770","mw002770","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
464,"10.1016/j.dib.2023.109662","10.1016/j.dib.2023.109662","https://doi.org/10.5281/zenodo.7957515","10.5281/zenodo.7957515","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"TRUE",NA,NA,"FALSE"
1614,"10.1073/pnas.2026558118","10.1073/pnas.2026558118","https://www.ncbi.nlm.nih.gov/nuccore/mw582527","mw582527","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1835,"10.1038/s41467-020-14777-0","10.1038/s41467-020-14777-0","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse124425","gse124425","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1214,"10.1038/s41591-022-02046-0","10.1038/s41591-022-02046-0","https://www.ebi.ac.uk/metabolights/mtbls833","mtbls833","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
199,"10.1126/sciimmunol.ade7953","10.1126/sciimmunol.ade7953","https://www.ebi.ac.uk/biostudies/arrayexpress/studies/e-mtab-12352","e-mtab-12352","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1253,"10.1016/j.xhgg.2022.100111","10.1016/j.xhgg.2022.100111","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse189065","gse189065","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1882,"10.1073/pnas.2013542117","10.1073/pnas.2013542117","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse158312","gse158312","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
498,"10.1038/s41467-023-42855-6","10.1038/s41467-023-42855-6","https://doi.org/10.5281/zenodo.8389826","10.5281/zenodo.8389826","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"TRUE",NA,NA,"FALSE"
1911,"10.1158/2159-8290.cd-19-1030","10.1158/2159-8290.cd-19-1030","https://www.ebi.ac.uk/arrayexpress/experiments/e-mtab-7802/","e-mtab-7802","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1389,"10.1681/asn.2020040490","10.1681/asn.2020040490","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse159978","gse159978","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
452,"10.1016/j.cell.2023.07.009","10.1016/j.cell.2023.07.009","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse192616","gse192616","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1500,"10.1038/s41467-021-22117-z","10.1038/s41467-021-22117-z","https://www.ebi.ac.uk/pride/archive/projects/pxd019112","pxd019112","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
300,"10.1242/dev.201228","10.1242/dev.201228","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse212068","gse212068","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1862,"10.1038/s41586-020-3018-x","10.1038/s41586-020-3018-x","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse158731","gse158731","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
1852,"10.1038/s41467-020-20222-z","10.1038/s41467-020-20222-z","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse148394","gse148394","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
106,"10.1038/s41416-023-02208-y","10.1038/s41416-023-02208-y","https://ega-archive.org/datasets/egad00001007807","egad00001007807","restricted",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
401,"10.1038/s41467-023-39965-6","10.1038/s41467-023-39965-6","10.5452/ma-gosou","10.5452/ma-gosou","yes",TRUE,"numbat",TRUE,TRUE,"doi",NA,NA,"TRUE",NA,NA,"FALSE"
338,"10.3389/fimmu.2023.1281646","10.3389/fimmu.2023.1281646","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse246571","gse246571","yes",TRUE,"numbat",TRUE,TRUE,"acc_nr",NA,NA,"FALSE",NA,NA,"FALSE"
954,"10.1159/000526805","10.1159/000526805","https://osf.io/hgva2/","//osf.io/hgva2","yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf",NA,"FALSE"
