"doi_dcc"
"10.1186/s13054-022-04108-8"
"10.1007/s00134-022-06705-1"
"10.1038/s41598-022-19462-4"
"10.1038/s41467-018-04930-1"
"10.1038/s42255-022-00657-y"
"10.1101/2021.09.08.459490"
"10.1101/2023.10.02.560464"
"10.1360/n972017-00362"
"10.1038/s41586-022-04554-y"
"10.1016/j.scib.2020.07.027"
"10.1073/pnas.2024448118"
"10.1016/j.tics.2016.10.005"
"10.1016/j.scib.2018.01.008"
"10.1016/j.dcn.2021.101020"
"10.1007/s10439-022-03084-y"
"10.1038/s41597-022-01341-2"
"10.1038/s41467-021-24401-4"
"10.1371/journal.pgen.1010367"
"10.1038/s41588-021-00996-8"
"10.1016/j.ekir.2021.09.005"
"10.1186/1742-4690-6-17"
"10.1186/1471-2164-9-354"
"10.1186/s13024-018-0275-3"
"10.1186/s13100-015-0035-7"
"10.1186/1471-2156-5-6"
"10.1177/2055102915592089"
"10.1038/s41598-018-38130-0"
"10.21203/rs.3.rs-2698139/v1"
"10.1093/ndt/gfac197"
"10.1038/s41587-022-01342-x"
"10.15252/emmm.202012104"
"10.18632/oncotarget.11215"
"10.3389/fonc.2021.757664"
"10.1016/j.celrep.2017.08.062"
"10.1038/s42003-019-0329-2"
"10.1186/s12920-015-0161-6"
"10.1038/ncomms12050"
"10.1038/s41467-018-04989-w"
"10.1038/onc.2015.437"
"10.1161/circresaha.118.311339"
"10.1016/j.ebiom.2018.07.002"
"10.1016/j.csbj.2021.08.051"
"10.1016/j.ebiom.2018.06.012"
"10.1093/nar/gkaa564"
"10.1038/s41467-023-36735-2"
"10.1038/s41467-018-06699-9"
"10.1038/s41467-020-19452-y"
"10.1038/s41540-022-00225-w"
"10.3390/cancers13235978"
"10.3390/cancers12113103"
"10.1038/s41467-021-24046-3"
"10.1084/jem.20190549"
"10.1016/j.celrep.2018.07.060"
"10.1038/s41467-022-29498-9"
"10.1038/s41467-019-09834-2"
"10.1136/jitc-2021-002647"
"10.1038/s41467-021-25377-x"
"10.1371/journal.pgen.1008786"
"10.1038/s41467-019-09470-w"
"10.1016/j.isci.2019.100780"
"10.1038/s41522-022-00268-1"
"10.3390/biom10071041"
"10.1038/s41522-019-0113-6"
"10.3390/cells8101129"
"10.1016/j.xpro.2021.100970"
"10.1038/s41467-020-17467-z"
"10.1371/journal.pbio.3000557"
"10.1038/s41598-021-98709-y"
"10.3389/fcell.2020.618598"
"10.3389/fendo.2023.1154410"
"10.1038/s41467-021-27860-x"
"10.1126/sciadv.abj9949"
"10.1038/s41467-022-28809-4"
"10.1038/s41594-022-00882-9"
"10.1038/s41467-019-12071-2"
"10.3324/haematol.2019.235291"
"10.1038/s41467-018-05711-6"
"10.1016/j.molmet.2017.02.007"
"10.1016/j.redox.2021.101945"
"10.2217/epi-2018-0042"
"10.1186/s13059-017-1332-x"
"10.1186/s12859-020-3434-9"
"10.18632/oncotarget.10647"
"10.18632/oncotarget.20098"
"10.3389/fmolb.2021.632219"
"10.1038/s41467-021-25553-z"
"10.1038/s41419-019-1372-0"
"10.1038/ncomms11314"
"10.1016/j.immuni.2020.10.023"
"10.1101/2020.08.02.233536"
"10.1371/journal.pone.0159977"
"10.1186/s12864-020-06874-7"
"10.1371/journal.pgen.1006728"
"10.3390/genes12071049"
"10.1038/s41598-021-84739-z"
"10.1371/journal.pone.0138738"
"10.1371/journal.pone.0128617"
"10.1101/2023.04.06.535886"
"10.1186/s12864-022-08356-4"
"10.1016/j.xgen.2021.100006"
"10.1016/j.xcrm.2022.100844"
"10.1038/s41467-022-31080-2"
"10.1038/s42003-022-03812-z"
"10.1016/j.ajhg.2021.02.001"
"10.1038/s41598-022-13892-w"
"10.1186/s13059-021-02275-5"
"10.1038/s41591-022-01688-4"
"10.1038/s41396-022-01262-3"
"10.1093/gbe/evab093"
"10.1038/nature21356"
"10.1038/s41598-020-69495-w"
"10.1007/s00401-022-02497-2"
"10.1038/s42003-022-03700-6"
"10.1101/2020.05.13.092619"
"10.1038/s41586-021-04060-7"
"10.1084/jem.20221006"
"10.1038/s41586-022-05609-w"
"10.1038/s41586-022-04778-y"
"10.1038/s41586-021-03696-9"
"10.1084/jem.20220367"
"10.1101/2022.08.05.22278483"
"10.1038/s41586-020-2456-9"
"10.21203/rs.3.rs-915062/v1"
"10.1007/s10875-021-01151-y"
"10.1126/sciimmunol.abp8966"
"10.1038/s41467-022-34895-1"
"10.1007/s10875-021-01203-3"
"10.1038/s41586-023-05736-y"
"10.1084/jem.20220514"
"10.1007/s10875-022-01215-7"
"10.1002/clc.23908"
"10.1371/journal.pone.0217931"
"10.1371/journal.pone.0210599"
"10.1186/s41073-021-00110-w"
"10.1371/journal.pmed.1004175"
"10.3390/ijerph191811838"
