file,line,Checked,text,Comments
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,181,V,"  dplyr::distinct(value, source)",
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,185,V,  dplyr::filter(dplyr::n_distinct(source) > 1) |> ,
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,186,V,"  dplyr::distinct(value, source)",
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,195,V,  select(dataset_for_matching) |> distinct() # this line turns the asymmetry into intersect,
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,200,V,  select(detected_id) |> distinct() # this line turns the asymmetry into intersect,
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,223,V,  distinct(),
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,243,V,  distinct(),
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,245,V,"dist_int <- intersect_df |> select(doi_charite, detected_id) |> distinct()",
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,320,V,      dplyr::n_distinct(source_charite) > 1,
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,323,V,  dplyr::distinct(detected_id) |> ,
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,331,V,  distinct(),
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,337,V,  distinct(),
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,342,V,  distinct(),
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,350,V,  distinct(),
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,356,V,  distinct(),
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,361,V,  distinct(),
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,371,V,  distinct(),
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,377,V,  distinct(),
C:/AVIHAY/git/DCC-v3/scripts/src-ds-ws-fix-helper.R,382,V,  distinct(),
C:/AVIHAY/git/DCC-v3/scripts/statistical_analysis.R,107,,  distinct() |> ,
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,161,,"    detected_dedup |> dplyr::filter(source_charite == ""datastet"") |> select(detected_id) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,164,,"    detected_dedup |> dplyr::filter(source_charite %in% c(""numbat"", ""additional_ids"")) |> select(detected_id) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,167,,"    detected_dedup |> dplyr::filter(source_charite == ""data_articles"") |> select(detected_id) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,170,,"    detected_dedup_no_da |> select(detected_id) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,173,,"    metadata |> dplyr::filter(in_dcc == ""FALSE"" & source_charite == ""datastet"") |> select(dataset_for_matching) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,176,,"    metadata |> dplyr::filter(in_dcc == ""FALSE"" & source_charite %in% c(""numbat"", ""additional_ids"")) |> select(dataset_for_matching) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,179,,"    metadata |> dplyr::filter(in_dcc == ""FALSE"" & source_charite == ""data_articles"") |> select(dataset_for_matching) |> distinct() |> nrow() - n_collapse + 1,",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,183,,"    metadata_no_da |> dplyr::filter(in_dcc == ""FALSE"") |> select(dataset_for_matching) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,186,,"    metadata_no_da |> select(dataset_for_matching) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,190,,"      distinct(detected_id, doi_dcc) |>",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,198,,"      distinct(detected_id, doi_dcc) |>",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,206,,"      distinct(detected_id, doi_dcc) |>",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,212,,"    num_for_match |> select(dataset_for_matching) |> dplyr::filter(!is.na(dataset_for_matching)) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,215,,"    num_for_match |> select(data_id_secondary) |> dplyr::filter(!is.na(data_id_secondary)) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,218,,"    da_for_match |> select(dataset_for_matching) |> dplyr::filter(!is.na(dataset_for_matching)) |> distinct() |> nrow() - n_collapse,",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,222,,"    ad_for_match |> select(dataset_for_matching) |> dplyr::filter(!is.na(dataset_for_matching)) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,225,,"    num_for_match |> dplyr::filter(source == ""numbat"") |> select(doi) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,228,,"    da_for_match |> dplyr::filter(source == ""data_articles"") |> select(doi) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,232,,"    ad_for_match |> dplyr::filter(source == ""additional_ids"") |> select(doi) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,235,,"    detected_dedup |> dplyr::filter(source_charite %in% c(""numbat"", ""additional_ids"")) |> distinct(detected_id, doi_dcc) |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,238,,"    detected_dedup |> dplyr::filter(source_charite == ""datastet"") |> distinct(detected_id, doi_dcc) |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,241,,"    detected_dedup |> dplyr::filter(source_charite == ""data_articles"") |> distinct(detected_id, doi_dcc) |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,245,,"    detected_dedup_no_da |> distinct(detected_id, doi_dcc) |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,248,,"    detected_dedup_no_da |> dplyr::filter(repository == ""gene expression omnibus (geo)"") |> distinct(detected_id, doi_dcc) |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,251,,"    detected_dedup_no_da |> dplyr::filter(repository == ""mendeley"") |> distinct(detected_id, doi_dcc) |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,254,,"    detected_dedup_no_da |> dplyr::filter(repository == ""the electron microscopy data bank (emdb)"") |> distinct(detected_id, doi_dcc) |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,264,,"      distinct(detected_id, doi_dcc) |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,267,,"    detected_dedup_no_da |> dplyr::filter(human_data == ""TRUE"") |> select(detected_id) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,270,,"    detected_dedup_no_da |> select(doi_no_ver_info) |> distinct() |> nrow(),",
C:/AVIHAY/git/DCC-v3/scripts/vars_for_paper.R,273,,    detected_dedup_no_da |> select(doi_dcc) |> distinct() |> nrow(),
