"doi_charite","doi_lc","doi_no_ver_info","data_identifier","data_identifier_2nd_numbat_entry","data_id_lc","data_id_auto_cleaned","slug_charite","data_id_m_val","dataset_for_matching","data_id_secondary","detected_id","data_access","in_dashboard","source_charite","numbat_id_of_da_id","numbat_id_of_da_id_lc","listed_in_numbat_output","validated","Category","is_gen_rep","doi_id_orig_pair","doi_id_lc_pair_for_joining","doi_id_clean_pair","detected_in_numbat_originally_only_for_added","in_dcc","data_availability_statement","human_data","covid_related","charite_id_year","license","doi_id_lc_for_matching","is_detected_id_doi","das_for_analysis"
"10.1038/s41586-022-04434-5","10.1038/s41586-022-04434-5","10.1038/s41586-022-04434-5","https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000021.v3.p2",NA,"https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000021.v3.p2","phs000021.v3.p2",NA,"phs000021","phs000021",NA,"phs000021","restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41586-022-04434-5;https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000021.v3.p2","10.1038/s41586-022-04434-5;https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000021.v3.p2","10.1038/s41586-022-04434-5;phs000021",NA,"TRUE","TRUE","TRUE","FALSE","2010","data use agreement","10.1038/s41586-022-04434-5;phs000021","FALSE","TRUE"
"10.1186/s13578-022-00896-2","10.1186/s13578-022-00896-2","10.1186/s13578-022-00896-2","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE49711",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse49711","gse49711",NA,"","gse49711",NA,"gse49711","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1186/s13578-022-00896-2;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE49711","10.1186/s13578-022-00896-2;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse49711","10.1186/s13578-022-00896-2;gse49711",NA,"TRUE","TRUE","TRUE","FALSE","2015","FALSE","10.1186/s13578-022-00896-2;gse49711","FALSE","TRUE"
"10.1038/s41586-022-05275-y","10.1038/s41586-022-05275-y","10.1038/s41586-022-05275-y","https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000788.v2.p3",NA,"https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000788.v2.p3","phs000788.v2.p3",NA,"phs000788","phs000788",NA,"phs000788","restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41586-022-05275-y;https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000788.v2.p3","10.1038/s41586-022-05275-y;https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000788.v2.p3","10.1038/s41586-022-05275-y;phs000788",NA,"TRUE","TRUE","TRUE","FALSE","2018","data use agreement","10.1038/s41586-022-05275-y;phs000788","FALSE","TRUE"
"10.1038/s41597-022-01806-4","10.1038/s41597-022-01806-4","10.1038/s41597-022-01806-4","https://doi.org/10.18112/openneuro.ds001226.v5.0.0",NA,"https://doi.org/10.18112/openneuro.ds001226.v5.0.0","10.18112/openneuro.ds001226.v5.0.0",NA,"10.18112/openneuro.ds001226","10.18112/openneuro.ds001226",NA,"10.18112/openneuro.ds001226","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","FALSE","10.1038/s41597-022-01806-4;https://doi.org/10.18112/openneuro.ds001226.v5.0.0","10.1038/s41597-022-01806-4;https://doi.org/10.18112/openneuro.ds001226.v5.0.0","10.1038/s41597-022-01806-4;10.18112/openneuro.ds001226",NA,"TRUE","TRUE","TRUE","FALSE","2018","CC0","10.1038/s41597-022-01806-4;10.18112/openneuro.ds001226","TRUE","TRUE"
"10.1111/cge.13977","10.1111/cge.13977","10.1111/cge.13977","https://www.ncbi.nlm.nih.gov/nuccore/NM_013275.6?report=fasta&to=9301",NA,"https://www.ncbi.nlm.nih.gov/nuccore/nm_013275.6?report=fasta&to=9301","nm_013275",NA,"","nm_013275",NA,"nm_013275","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1111/cge.13977;https://www.ncbi.nlm.nih.gov/nuccore/NM_013275.6?report=fasta&to=9301","10.1111/cge.13977;https://www.ncbi.nlm.nih.gov/nuccore/nm_013275.6?report=fasta&to=9301","10.1111/cge.13977;nm_013275",NA,"TRUE","FALSE","TRUE","FALSE","2024","FALSE","10.1111/cge.13977;nm_013275","FALSE","FALSE"
"10.1136/jitc-2020-002226","10.1136/jitc-2020-002226","10.1136/jitc-2020-002226","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175699",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse175699","gse175699",NA,"","gse175699",NA,"gse175699","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1136/jitc-2020-002226;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175699","10.1136/jitc-2020-002226;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse175699","10.1136/jitc-2020-002226;gse175699",NA,"TRUE","TRUE","TRUE","FALSE","2021","FALSE","10.1136/jitc-2020-002226;gse175699","FALSE","TRUE"
"10.1182/bloodadvances.2020003230","10.1182/bloodadvances.2020003230","10.1182/bloodadvances.2020003230","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158596",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse158596","gse158596",NA,"","gse158596",NA,"gse158596","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1182/bloodadvances.2020003230;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158596","10.1182/bloodadvances.2020003230;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse158596","10.1182/bloodadvances.2020003230;gse158596",NA,"TRUE","FALSE","TRUE","FALSE","2021","FALSE","10.1182/bloodadvances.2020003230;gse158596","FALSE","FALSE"
"10.15252/emmm.202013191","10.15252/emmm.202013191","10.15252/emmm.202013191","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156544",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse156544","gse156544",NA,"","gse156544",NA,"gse156544","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.15252/emmm.202013191;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156544","10.15252/emmm.202013191;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse156544","10.15252/emmm.202013191;gse156544",NA,"TRUE","TRUE","TRUE","TRUE","2021","FALSE","10.15252/emmm.202013191;gse156544","FALSE","TRUE"
"10.15252/emmm.202013659","10.15252/emmm.202013659","10.15252/emmm.202013659","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE153105",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse153105","gse153105",NA,"","gse153105",NA,"gse153105","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.15252/emmm.202013659;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE153105","10.15252/emmm.202013659;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse153105","10.15252/emmm.202013659;gse153105",NA,"TRUE","TRUE","TRUE","FALSE","2021","FALSE","10.15252/emmm.202013659;gse153105","FALSE","TRUE"
"10.15252/emmm.202114123","10.15252/emmm.202114123","10.15252/emmm.202114123","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE166555",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse166555","gse166555",NA,"","gse166555",NA,"gse166555","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.15252/emmm.202114123;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE166555","10.15252/emmm.202114123;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse166555","10.15252/emmm.202114123;gse166555",NA,"TRUE","TRUE","TRUE","FALSE","2021","FALSE","10.15252/emmm.202114123;gse166555","FALSE","TRUE"
"10.3389/fonc.2021.647737","10.3389/fonc.2021.647737","10.3389/fonc.2021.647737","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE155945",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse155945","gse155945",NA,"","gse155945",NA,"gse155945","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.3389/fonc.2021.647737;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE155945","10.3389/fonc.2021.647737;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse155945","10.3389/fonc.2021.647737;gse155945",NA,"TRUE","TRUE","FALSE","FALSE","2021","FALSE","10.3389/fonc.2021.647737;gse155945","FALSE","TRUE"
"10.3390/cancers13081807","10.3390/cancers13081807","10.3390/cancers13081807","https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000124.v3.p1",NA,"https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000124.v3.p1","phs000124.v3.p1",NA,"phs000124","phs000124",NA,"phs000124","restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.3390/cancers13081807;https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000124.v3.p1","10.3390/cancers13081807;https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000124.v3.p1","10.3390/cancers13081807;phs000124",NA,"TRUE","TRUE","TRUE","FALSE","2011","data use agreement","10.3390/cancers13081807;phs000124","FALSE","TRUE"
"10.1038/s41586-021-03995-1","10.1038/s41586-021-03995-1","10.1038/s41586-021-03995-1","https://doi.org/10.6084/m9.figshare.12436517",NA,"https://doi.org/10.6084/m9.figshare.12436517","10.6084/m9.figshare.12436517",NA,"","10.6084/m9.figshare.12436517",NA,"10.6084/m9.figshare.12436517","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","TRUE","10.1038/s41586-021-03995-1;https://doi.org/10.6084/m9.figshare.12436517","10.1038/s41586-021-03995-1;https://doi.org/10.6084/m9.figshare.12436517","10.1038/s41586-021-03995-1;10.6084/m9.figshare.12436517",NA,"TRUE","TRUE","TRUE","TRUE","2020","CC BY","10.1038/s41586-021-03995-1;10.6084/m9.figshare.12436517","TRUE","TRUE"
"10.1038/s41467-021-21994-8","10.1038/s41467-021-21994-8","10.1038/s41467-021-21994-8","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE63197",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse63197","gse63197",NA,"","gse63197",NA,"gse63197","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41467-021-21994-8;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE63197","10.1038/s41467-021-21994-8;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse63197","10.1038/s41467-021-21994-8;gse63197",NA,"TRUE","TRUE","TRUE","FALSE","2014","FALSE","10.1038/s41467-021-21994-8;gse63197","FALSE","TRUE"
"10.1007/s00401-021-02377-1","10.1007/s00401-021-02377-1","10.1007/s00401-021-02377-1","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE185041",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse185041","gse185041",NA,"","gse185041",NA,"gse185041","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1007/s00401-021-02377-1;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE185041","10.1007/s00401-021-02377-1;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse185041","10.1007/s00401-021-02377-1;gse185041",NA,"TRUE","TRUE","TRUE","FALSE","2021","FALSE","10.1007/s00401-021-02377-1;gse185041","FALSE","TRUE"
"10.1016/j.isci.2021.102151","10.1016/j.isci.2021.102151","10.1016/j.isci.2021.102151","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148729",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse148729","gse148729",NA,"","gse148729",NA,"gse148729","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.isci.2021.102151;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148729","10.1016/j.isci.2021.102151;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse148729","10.1016/j.isci.2021.102151;gse148729",NA,"TRUE","TRUE","TRUE","TRUE","2020","FALSE","10.1016/j.isci.2021.102151;gse148729","FALSE","TRUE"
"10.1038/s41590-020-00817-w","10.1038/s41590-020-00817-w","10.1038/s41590-020-00817-w","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE150305",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse150305","gse150305",NA,"","gse150305",NA,"gse150305","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41590-020-00817-w;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE150305","10.1038/s41590-020-00817-w;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse150305","10.1038/s41590-020-00817-w;gse150305",NA,"TRUE","TRUE","TRUE","FALSE","2020","FALSE","10.1038/s41590-020-00817-w;gse150305","FALSE","TRUE"
"10.1038/s41588-021-00973-1","10.1038/s41588-021-00973-1","10.1038/s41588-021-00973-1","https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000101.v3.p1",NA,"https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000101.v3.p1","phs000101.v3.p1",NA,"phs000101","phs000101",NA,"phs000101","restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41588-021-00973-1;https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000101.v3.p1","10.1038/s41588-021-00973-1;https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000101.v3.p1","10.1038/s41588-021-00973-1;phs000101",NA,"TRUE","TRUE","TRUE","FALSE","2011","data use agreement","10.1038/s41588-021-00973-1;phs000101","FALSE","TRUE"
"10.1038/s41587-021-00927-2","10.1038/s41587-021-00927-2","10.1038/s41587-021-00927-2","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156478",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse156478","gse156478",NA,"","gse156478",NA,"gse156478","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41587-021-00927-2;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156478","10.1038/s41587-021-00927-2;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse156478","10.1038/s41587-021-00927-2;gse156478",NA,"TRUE","TRUE","TRUE","FALSE","2020","FALSE","10.1038/s41587-021-00927-2;gse156478","FALSE","TRUE"
"10.1038/s41467-020-20603-4","10.1038/s41467-020-20603-4","10.1038/s41467-020-20603-4","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140686",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse140686","gse140686",NA,"","gse140686",NA,"gse140686","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41467-020-20603-4;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140686","10.1038/s41467-020-20603-4;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse140686","10.1038/s41467-020-20603-4;gse140686",NA,"TRUE","TRUE","TRUE","FALSE","2020","FALSE","10.1038/s41467-020-20603-4;gse140686","FALSE","TRUE"
"10.1038/s41467-021-25403-y","10.1038/s41467-021-25403-y","10.1038/s41467-021-25403-y","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE58211",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse58211","gse58211",NA,"","gse58211",NA,"gse58211","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41467-021-25403-y;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE58211","10.1038/s41467-021-25403-y;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse58211","10.1038/s41467-021-25403-y;gse58211",NA,"TRUE","TRUE","TRUE","FALSE","2014","FALSE","10.1038/s41467-021-25403-y;gse58211","FALSE","TRUE"
"10.1016/j.biopsych.2021.04.006","10.1016/j.biopsych.2021.04.006","10.1016/j.biopsych.2021.04.006","https://doi.org/10.7910/DVN/25833",NA,"https://doi.org/10.7910/dvn/25833","10.7910/dvn/25833",NA,"","10.7910/dvn/25833",NA,"10.7910/dvn/25833","restricted",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","FALSE","10.1016/j.biopsych.2021.04.006;https://doi.org/10.7910/DVN/25833","10.1016/j.biopsych.2021.04.006;https://doi.org/10.7910/dvn/25833","10.1016/j.biopsych.2021.04.006;10.7910/dvn/25833",NA,"TRUE","FALSE","TRUE","FALSE","2014","bespoke use terms","10.1016/j.biopsych.2021.04.006;10.7910/dvn/25833","TRUE","FALSE"
"10.1002/eji.202048797","10.1002/eji.202048797","10.1002/eji.202048797","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse160097","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE160097","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse160097","gse160097",NA,"","gse160097",NA,"gse160097","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1002/eji.202048797;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse160097","10.1002/eji.202048797;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse160097","10.1002/eji.202048797;gse160097",NA,"TRUE","TRUE","TRUE","FALSE","2020","FALSE","10.1002/eji.202048797;gse160097","FALSE","TRUE"
"10.1016/j.molcel.2020.11.037","10.1016/j.molcel.2020.11.037","10.1016/j.molcel.2020.11.037","https://www.rcsb.org/structure/6SWA",NA,"https://www.rcsb.org/structure/6swa","6swa",NA,"","6swa",NA,"6swa","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.molcel.2020.11.037;https://www.rcsb.org/structure/6SWA","10.1016/j.molcel.2020.11.037;https://www.rcsb.org/structure/6swa","10.1016/j.molcel.2020.11.037;6swa",NA,"TRUE","TRUE","FALSE","FALSE","2020","FALSE","10.1016/j.molcel.2020.11.037;6swa","FALSE","TRUE"
"10.1016/j.stem.2020.11.015","10.1016/j.stem.2020.11.015","10.1016/j.stem.2020.11.015","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-9067/",NA,"https://www.ebi.ac.uk/arrayexpress/experiments/e-mtab-9067/","e-mtab-9067",NA,"","e-mtab-9067",NA,"e-mtab-9067","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.stem.2020.11.015;https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-9067/","10.1016/j.stem.2020.11.015;https://www.ebi.ac.uk/arrayexpress/experiments/e-mtab-9067/","10.1016/j.stem.2020.11.015;e-mtab-9067",NA,"TRUE","TRUE","TRUE","FALSE","2020","FALSE","10.1016/j.stem.2020.11.015;e-mtab-9067","FALSE","TRUE"
"10.1016/j.lfs.2021.119158","10.1016/j.lfs.2021.119158","10.1016/j.lfs.2021.119158","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE94916",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse94916","gse94916",NA,"","gse94916",NA,"gse94916","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.lfs.2021.119158;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE94916","10.1016/j.lfs.2021.119158;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse94916","10.1016/j.lfs.2021.119158;gse94916",NA,"TRUE","FALSE","TRUE","FALSE","2018","FALSE","10.1016/j.lfs.2021.119158;gse94916","FALSE","FALSE"
"10.1016/j.stem.2021.03.017","10.1016/j.stem.2021.03.017","10.1016/j.stem.2021.03.017","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151333",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse151333","gse151333",NA,"","gse151333",NA,"gse151333","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.stem.2021.03.017;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151333","10.1016/j.stem.2021.03.017;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse151333","10.1016/j.stem.2021.03.017;gse151333",NA,"TRUE","TRUE","FALSE","FALSE","2020","FALSE","10.1016/j.stem.2021.03.017;gse151333","FALSE","TRUE"
"10.1038/s41586-021-03767-x","10.1038/s41586-021-03767-x","10.1038/s41586-021-03767-x","https://www.ebi.ac.uk/gwas/studies/GCST011074",NA,"https://www.ebi.ac.uk/gwas/studies/gcst011074","gcst011074",NA,"","gcst011074",NA,"gcst011074","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41586-021-03767-x;https://www.ebi.ac.uk/gwas/studies/GCST011074","10.1038/s41586-021-03767-x;https://www.ebi.ac.uk/gwas/studies/gcst011074","10.1038/s41586-021-03767-x;gcst011074",NA,"TRUE","TRUE","TRUE","TRUE","2020","FALSE","10.1038/s41586-021-03767-x;gcst011074","FALSE","TRUE"
"10.3201/eid2707.204660","10.3201/eid2707.204660","10.3201/eid2707.204660","https://www.ncbi.nlm.nih.gov/nuccore/MT108784",NA,"https://www.ncbi.nlm.nih.gov/nuccore/mt108784","mt108784",NA,"","mt108784",NA,"mt108784","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.3201/eid2707.204660;https://www.ncbi.nlm.nih.gov/nuccore/MT108784","10.3201/eid2707.204660;https://www.ncbi.nlm.nih.gov/nuccore/mt108784","10.3201/eid2707.204660;mt108784",NA,"TRUE","FALSE","FALSE","TRUE","2020","FALSE","10.3201/eid2707.204660;mt108784","FALSE","TRUE"
"10.1098/rsos.210389","10.1098/rsos.210389","10.1098/rsos.210389","https://dx.doi.org/10.17632/btchxktzyw",NA,"https://dx.doi.org/10.17632/btchxktzyw","10.17632/btchxktzyw",NA,"","10.17632/btchxktzyw",NA,"10.17632/btchxktzyw","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","doi","FALSE","10.1098/rsos.210389;https://dx.doi.org/10.17632/btchxktzyw","10.1098/rsos.210389;https://dx.doi.org/10.17632/btchxktzyw","10.1098/rsos.210389;10.17632/btchxktzyw",NA,"TRUE","TRUE","TRUE","TRUE","2021","CC BY","10.1098/rsos.210389;10.17632/btchxktzyw","TRUE","TRUE"
"10.15252/embj.2019104296","10.15252/embj.2019104296","10.15252/embj.2019104296","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158743",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse158743","gse158743",NA,"","gse158743",NA,"gse158743","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.15252/embj.2019104296;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158743","10.15252/embj.2019104296;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse158743","10.15252/embj.2019104296;gse158743",NA,"TRUE","TRUE","TRUE","FALSE","2020","FALSE","10.15252/embj.2019104296;gse158743","FALSE","TRUE"
"10.1038/s41467-021-24007-w","10.1038/s41467-021-24007-w","10.1038/s41467-021-24007-w","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148729",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse148729","gse148729",NA,"","gse148729",NA,"gse148729","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41467-021-24007-w;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148729","10.1038/s41467-021-24007-w;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse148729","10.1038/s41467-021-24007-w;gse148729",NA,"TRUE","TRUE","TRUE","TRUE","2020","FALSE","10.1038/s41467-021-24007-w;gse148729","FALSE","TRUE"
"10.1038/s41467-021-25030-7","10.1038/s41467-021-25030-7","10.1038/s41467-021-25030-7","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162208",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse162208","gse162208",NA,"","gse162208",NA,"gse162208","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1038/s41467-021-25030-7;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162208","10.1038/s41467-021-25030-7;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse162208","10.1038/s41467-021-25030-7;gse162208",NA,"TRUE","TRUE","FALSE","TRUE","2020","FALSE","10.1038/s41467-021-25030-7;gse162208","FALSE","TRUE"
"10.1186/s13058-020-01379-3","10.1186/s13058-020-01379-3","10.1186/s13058-020-01379-3","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89888",NA,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse89888","gse89888",NA,"","gse89888",NA,"gse89888","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1186/s13058-020-01379-3;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89888","10.1186/s13058-020-01379-3;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse89888","10.1186/s13058-020-01379-3;gse89888",NA,"TRUE","FALSE","TRUE","FALSE","2017","FALSE","10.1186/s13058-020-01379-3;gse89888","FALSE","FALSE"
"10.1016/j.chom.2021.04.005","10.1016/j.chom.2021.04.005","10.1016/j.chom.2021.04.005","https://www.rcsb.org/structure/7LM8",NA,"https://www.rcsb.org/structure/7lm8","7lm8",NA,"","7lm8",NA,"7lm8","yes",TRUE,"numbat",NA,NA,TRUE,"TRUE","acc_nr","FALSE","10.1016/j.chom.2021.04.005;https://www.rcsb.org/structure/7LM8","10.1016/j.chom.2021.04.005;https://www.rcsb.org/structure/7lm8","10.1016/j.chom.2021.04.005;7lm8",NA,"TRUE","TRUE","FALSE","TRUE","2021","FALSE","10.1016/j.chom.2021.04.005;7lm8","FALSE","TRUE"
