"doi"
"10.17605/osf.io/95ayu"
"10.17605/osf.io/e8h3q"
"10.17605/osf.io/gs2t5"
"10.17605/osf.io/gupbf"
"10.1038/ng.3607"
"10.1371/journal.pone.0144997"
"10.3389/fcvm.2022.1003246"
"10.1038/s41467-018-07340-5"
"10.1155/2022/8954606"
"10.1371/journal.pone.0186456"
"10.1038/s41467-018-05369-0"
"10.1038/s41398-021-01736-6"
"10.1016/j.xhgg.2020.100013"
"10.1161/circgen.117.001758"
"10.1371/journal.pgen.1006719"
"10.3389/fgene.2022.954713"
"10.1038/s43856-022-00234-0"
"10.1371/journal.pone.0217796"
"10.1038/s41588-020-00713-x"
"10.1371/journal.pone.0230035"
"10.1038/s41467-020-15932-3"
"10.1038/s41467-018-06356-1"
"10.1093/brain/awac290"
"10.1371/journal.pone.0198166"
"10.1371/journal.pone.0140496"
"10.1002/ijc.32988"
"10.1371/journal.pgen.1007601"
"10.1038/s41467-018-06234-w"
"10.2217/epi-2019-0066"
"10.1212/wnl.0000000000010852"
"10.1186/s13073-022-01074-2"
"10.1186/s13073-021-00877-z"
"10.1172/jci.insight.131156"
"10.1161/jaha.117.008160"
"10.1016/j.ijcard.2020.03.053"
"10.3389/fphar.2021.679857"
"10.1038/mp.2016.192"
"10.3389/fimmu.2020.613496"
